q,titulo,lic,w,h,fuente,autor,url,pagina,idx,thumb
commons,"A0308 Tenerife, Lava field aerial view.jpg",CC BY-SA 4.0,6479,3759,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/A0308_Tenerife%2C_Lava_field_aerial_view.jpg/500px-A0308_Tenerife%2C_Lava_field_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0308_Tenerife,_Lava_field_aerial_view.jpg",67,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\067.jpg
commons,"A0311 Tenerife, Lava field aerial view.jpg",CC BY-SA 4.0,7051,4705,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/A0311_Tenerife%2C_Lava_field_aerial_view.jpg/500px-A0311_Tenerife%2C_Lava_field_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0311_Tenerife,_Lava_field_aerial_view.jpg",68,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\068.jpg
commons,"A0353 Tenerife, Banana plantations aerial view.jpg",CC BY-SA 4.0,6566,4974,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/A0353_Tenerife%2C_Banana_plantations_aerial_view.jpg/500px-A0353_Tenerife%2C_Banana_plantations_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0353_Tenerife,_Banana_plantations_aerial_view.jpg",69,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\069.jpg
commons,"A0366 Tenerife, hotel Abama aerial view.jpg",CC BY-SA 4.0,6606,4254,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/A0366_Tenerife%2C_hotel_Abama_aerial_view.jpg/500px-A0366_Tenerife%2C_hotel_Abama_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0366_Tenerife,_hotel_Abama_aerial_view.jpg",70,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\070.jpg
commons,"A0368 Tenerife, hotel Abama aerial view.jpg",CC BY-SA 4.0,6589,4253,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/A0368_Tenerife%2C_hotel_Abama_aerial_view.jpg/500px-A0368_Tenerife%2C_hotel_Abama_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0368_Tenerife,_hotel_Abama_aerial_view.jpg",71,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\071.jpg
commons,"A0371 Tenerife, Hotel Club Marazul aerial view.jpg",CC BY-SA 4.0,7513,4598,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/A0371_Tenerife%2C_Hotel_Club_Marazul_aerial_view.jpg/500px-A0371_Tenerife%2C_Hotel_Club_Marazul_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0371_Tenerife,_Hotel_Club_Marazul_aerial_view.jpg",72,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\072.jpg
commons,"A0377 Tenerife, Callao Salvaje with Apart Hotel Marina Palace aerial view.jpg",CC BY-SA 4.0,7158,4777,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/A0377_Tenerife%2C_Callao_Salvaje_with_Apart_Hotel_Marina_Palace_aerial_view.jpg/500px-A0377_Tenerife%2C_Callao_Salvaje_with_Apart_Hotel_Marina_Palace_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0377_Tenerife,_Callao_Salvaje_with_Apart_Hotel_Marina_Palace_aerial_view.jpg",73,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\073.jpg
commons,"A0389 Tenerife, La Caleta (Adeje) aerial view.jpg",CC BY-SA 4.0,6481,4218,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/A0389_Tenerife%2C_La_Caleta_%28Adeje%29_aerial_view.jpg/500px-A0389_Tenerife%2C_La_Caleta_%28Adeje%29_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0389_Tenerife,_La_Caleta_(Adeje)_aerial_view.jpg",74,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\074.jpg
commons,"A0473 Tenerife, water treatment aerial view.jpg",CC BY-SA 4.0,5338,4285,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/A0473_Tenerife%2C_water_treatment_aerial_view.jpg/500px-A0473_Tenerife%2C_water_treatment_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0473_Tenerife,_water_treatment_aerial_view.jpg",75,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\075.jpg
commons,"A0486 Tenerife, Adeje aerial view.jpg",CC BY-SA 4.0,7075,4460,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/A0486_Tenerife%2C_Adeje_aerial_view.jpg/500px-A0486_Tenerife%2C_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0486_Tenerife,_Adeje_aerial_view.jpg",76,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\076.jpg
commons,"AERIAL PHOTOGRAPH OF FARMLAND WITHIN A 15-MILE RADIUS OF NEW ULM, MINNESOTA, A COUNTY",Public domain,3000,2028,wikimedia,Flip Schulke,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/AERIAL_PHOTOGRAPH_OF_FARMLAND_WITHIN_A_15-MILE_RADIUS_OF_NEW_ULM%2C_MINNESOTA%2C_A_COUNTY_SEAT_TRADING_CENTER_OF_13%2C000..._-_NARA_-_558414.jpg/500px-AERIAL_PHOTOGRAPH_OF_FARMLAND_WITHIN_A_15-MILE_RADIUS_OF_NEW_ULM%2C_MINNESOTA%2C_A_COUNTY_SEAT_TRADING_CENTER_OF_13%2C000..._-_NARA_-_558414.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:AERIAL_PHOTOGRAPH_OF_FARMLAND_WITHIN_A_15-MILE_RADIUS_OF_NEW_ULM,_MINNESOTA,_A_COUNTY_SEAT_TRADING_CENTER_OF_13,000..._-_NARA_-_558414.jpg",77,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\077.jpg
commons,"Aerial, Essenheim (P1090629).jpg",CC BY-SA 4.0,3087,2315,wikimedia,Matti Blume,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Aerial%2C_Essenheim_%28P1090629%29.jpg/500px-Aerial%2C_Essenheim_%28P1090629%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial,_Essenheim_(P1090629).jpg",78,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\078.jpg
commons,Aerial photograph of Tenerife in 2022 (51696338972).jpg,CC BY 2.0,2917,1613,wikimedia,Felix Winkelnkemper,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Aerial_photograph_of_Tenerife_in_2022_%2851696338972%29.jpg/500px-Aerial_photograph_of_Tenerife_in_2022_%2851696338972%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerial_photograph_of_Tenerife_in_2022_(51696338972).jpg,79,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\079.jpg
commons,Aerial photograph of Tenerife in 2022 (51697810564).jpg,CC BY 2.0,1920,920,wikimedia,Felix Winkelnkemper,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Aerial_photograph_of_Tenerife_in_2022_%2851697810564%29.jpg/500px-Aerial_photograph_of_Tenerife_in_2022_%2851697810564%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerial_photograph_of_Tenerife_in_2022_(51697810564).jpg,80,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\080.jpg
commons,"Aerial view in Sahamäki towards south, Nurmijärvi, Finland, 2021 April.jpg",CC BY-SA 4.0,3300,2176,wikimedia,Ximonic (Simo Räsänen),https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/Aerial_view_in_Saham%C3%A4ki_towards_south%2C_Nurmij%C3%A4rvi%2C_Finland%2C_2021_April.jpg/500px-Aerial_view_in_Saham%C3%A4ki_towards_south%2C_Nurmij%C3%A4rvi%2C_Finland%2C_2021_April.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_in_Saham%C3%A4ki_towards_south,_Nurmij%C3%A4rvi,_Finland,_2021_April.jpg",81,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\081.jpg
commons,"Aerial view of crops, Random Lake, Wisconsin, US julesvernex2-2.jpg",CC BY-SA 4.0,7524,5783,wikimedia,Jules Verne Times Two,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/Aerial_view_of_crops%2C_Random_Lake%2C_Wisconsin%2C_US_julesvernex2-2.jpg/500px-Aerial_view_of_crops%2C_Random_Lake%2C_Wisconsin%2C_US_julesvernex2-2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_of_crops,_Random_Lake,_Wisconsin,_US_julesvernex2-2.jpg",82,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\082.jpg
commons,Aerial view of fields in California (July 2022).jpg - 2.jpg,CC0,3561,2165,wikimedia,Benoît Prieur,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Aerial_view_of_fields_in_California_%28July_2022%29.jpg_-_2.jpg/500px-Aerial_view_of_fields_in_California_%28July_2022%29.jpg_-_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerial_view_of_fields_in_California_(July_2022).jpg_-_2.jpg,83,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\083.jpg
commons,"Aerial view of fields north of Blackwells Corner, California (July 2022).jpg",CC0,4030,2709,wikimedia,Benoît Prieur,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Aerial_view_of_fields_north_of_Blackwells_Corner%2C_California_%28July_2022%29.jpg/500px-Aerial_view_of_fields_north_of_Blackwells_Corner%2C_California_%28July_2022%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_of_fields_north_of_Blackwells_Corner,_California_(July_2022).jpg",84,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\084.jpg
commons,Aerials SH 20.09.2005 15-14-21.jpg,CC BY-SA 3.0,1513,1072,wikimedia,Hansueli Krapf,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Aerials_SH_20.09.2005_15-14-21.jpg/500px-Aerials_SH_20.09.2005_15-14-21.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerials_SH_20.09.2005_15-14-21.jpg,85,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\085.jpg
commons,Foto aérea de la región de Ipiales2.JPG,CC BY 2.5,1024,768,wikimedia,No machine-readable author provided. Bet,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales2.JPG/500px-Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales2.JPG,86,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\086.jpg
commons,Historical aerial view of Litovel.jpg,Public domain,6589,4230,wikimedia,Unknown authorUnknown author. Scanned by,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Historical_aerial_view_of_Litovel.jpg/500px-Historical_aerial_view_of_Litovel.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Historical_aerial_view_of_Litovel.jpg,87,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\087.jpg
commons,Luftbild von Teneriffa.jpg,CC BY-SA 3.0,2439,1328,wikimedia,– Wladyslaw [Disk.],https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Luftbild_von_Teneriffa.jpg/500px-Luftbild_von_Teneriffa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Luftbild_von_Teneriffa.jpg,88,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\088.jpg
commons,Oil Palm clearing aerial Borneo.JPG,CC BY-SA 4.0,1600,1200,wikimedia,T. R. Shankar Raman,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/Oil_Palm_clearing_aerial_Borneo.JPG/500px-Oil_Palm_clearing_aerial_Borneo.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Oil_Palm_clearing_aerial_Borneo.JPG,89,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\089.jpg
commons,Teneriffa Luftbild DSCF4714.JPG,CC BY-SA 3.0 de,4256,2848,wikimedia,Martina Nolte,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/Teneriffa_Luftbild_DSCF4714.JPG/500px-Teneriffa_Luftbild_DSCF4714.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Teneriffa_Luftbild_DSCF4714.JPG,90,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\090.jpg
commons,"A0161Tenerife, aerial view direction La Caleta.jpg",CC BY-SA 4.0,7291,4632,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/A0161Tenerife%2C_aerial_view_direction_La_Caleta.jpg/500px-A0161Tenerife%2C_aerial_view_direction_La_Caleta.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0161Tenerife,_aerial_view_direction_La_Caleta.jpg",91,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\091.jpg
commons,"A0167 Tenerife, Callao Salvaje aerial view.jpg",CC BY-SA 4.0,6679,4457,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/A0167_Tenerife%2C_Callao_Salvaje_aerial_view.jpg/500px-A0167_Tenerife%2C_Callao_Salvaje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0167_Tenerife,_Callao_Salvaje_aerial_view.jpg",92,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\092.jpg
commons,"A0173 Tenerife, Callao Salvaje aerial view.jpg",CC BY-SA 4.0,6851,4649,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/A0173_Tenerife%2C_Callao_Salvaje_aerial_view.jpg/500px-A0173_Tenerife%2C_Callao_Salvaje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0173_Tenerife,_Callao_Salvaje_aerial_view.jpg",93,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\093.jpg
commons,"A0188 Tenerife, hotel Abama aerial view.jpg",CC BY-SA 4.0,7526,4974,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/A0188_Tenerife%2C_hotel_Abama_aerial_view.jpg/500px-A0188_Tenerife%2C_hotel_Abama_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0188_Tenerife,_hotel_Abama_aerial_view.jpg",94,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\094.jpg
commons,"A0269 Tenerife, Looking direction El Tanque - Roque de Garachico aerial view.jpg",CC BY-SA 4.0,6975,4655,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/A0269_Tenerife%2C_Looking_direction_El_Tanque_-_Roque_de_Garachico_aerial_view.jpg/500px-A0269_Tenerife%2C_Looking_direction_El_Tanque_-_Roque_de_Garachico_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0269_Tenerife,_Looking_direction_El_Tanque_-_Roque_de_Garachico_aerial_view.jpg",95,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\095.jpg
commons,"A0276 Tenerife, Ruigómez aerial view.jpg",CC BY-SA 4.0,7158,4777,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/A0276_Tenerife%2C_Ruig%C3%B3mez_aerial_view.jpg/500px-A0276_Tenerife%2C_Ruig%C3%B3mez_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0276_Tenerife,_Ruig%C3%B3mez_aerial_view.jpg",96,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\096.jpg
commons,"A0278 Tenerife, Lava field aerial view.jpg",CC BY-SA 4.0,7360,4912,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/A0278_Tenerife%2C_Lava_field_aerial_view.jpg/500px-A0278_Tenerife%2C_Lava_field_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0278_Tenerife,_Lava_field_aerial_view.jpg",97,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\097.jpg
commons,"A0284 Tenerife, Lava field aerial view.jpg",CC BY-SA 4.0,7360,4912,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/A0284_Tenerife%2C_Lava_field_aerial_view.jpg/500px-A0284_Tenerife%2C_Lava_field_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0284_Tenerife,_Lava_field_aerial_view.jpg",98,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\098.jpg
commons,"A0300 Tenerife, Lava field aerial view.jpg",CC BY-SA 4.0,6826,4556,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/A0300_Tenerife%2C_Lava_field_aerial_view.jpg/500px-A0300_Tenerife%2C_Lava_field_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0300_Tenerife,_Lava_field_aerial_view.jpg",99,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\099.jpg
commons,"A0356 Tenerife, Banana plantations aerial view.jpg",CC BY-SA 4.0,6861,4245,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/A0356_Tenerife%2C_Banana_plantations_aerial_view.jpg/500px-A0356_Tenerife%2C_Banana_plantations_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0356_Tenerife,_Banana_plantations_aerial_view.jpg",100,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\100.jpg
commons,"A0363 Tenerife, hotel Abama aerial view.jpg",CC BY-SA 4.0,6096,4068,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/A0363_Tenerife%2C_hotel_Abama_aerial_view.jpg/500px-A0363_Tenerife%2C_hotel_Abama_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0363_Tenerife,_hotel_Abama_aerial_view.jpg",101,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\101.jpg
commons,"A0374 Tenerife, Callao Salvaje aerial view.jpg",CC BY-SA 4.0,6876,4912,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/A0374_Tenerife%2C_Callao_Salvaje_aerial_view.jpg/500px-A0374_Tenerife%2C_Callao_Salvaje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0374_Tenerife,_Callao_Salvaje_aerial_view.jpg",102,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\102.jpg
commons,"A0380 Tenerife, Callao Salvaje aerial view.jpg",CC BY-SA 4.0,7143,4423,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/A0380_Tenerife%2C_Callao_Salvaje_aerial_view.jpg/500px-A0380_Tenerife%2C_Callao_Salvaje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0380_Tenerife,_Callao_Salvaje_aerial_view.jpg",103,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\103.jpg
commons,"A0383 Tenerife, Callao Salvaje with Hotel Baiha Principe aerial view.jpg",CC BY-SA 4.0,6507,4342,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/A0383_Tenerife%2C_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg/500px-A0383_Tenerife%2C_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0383_Tenerife,_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg",104,C:\Users\ingdi\AppData\Local\Temp\claude\C--Users-ingdi-Downloads-agronomia\0d1287a6-c6bd-482c-be07-526e6e8bb0fb\scratchpad\harvest\thumbs\104.jpg
