label,x_px,y_px,area_px,color_l,color_a,color_b,circularity,eccentricity,extent,vari,gli,gap_fraction,solidity,cluster_id,is_tree,lat,lon
173,413.9281914893617,254.2340425531915,376.0,19.48205714476549,-16.62543639286449,3.313811939989205,0.5377083016386184,0.8112439175267325,0.4665012406947891,0.7812280348561546,0.31082686379631147,0.08510638297872342,0.8017057569296375,-1,False,,
174,196.84,423.41473684210524,475.0,36.792284527230215,-32.3207730097003,18.238971308555143,0.6848968241877333,0.7495599216509389,0.7037037037037037,0.9374807764981923,0.415841454455727,0.10526315789473684,0.8979206049149339,0,True,,
175,398.36170212765956,734.0127659574468,470.0,32.32875762607695,-28.377308980892444,12.311805052356524,0.6257248592173734,0.7013788508076707,0.6025641025641025,0.9747198438390773,0.3869538203832951,0.07234042553191489,0.852994555353902,0,True,,
176,655.1472602739726,748.3253424657535,292.0,33.81853473277562,-31.21781757281007,18.885309191947027,0.6503782176040206,0.8488282700551282,0.5692007797270955,0.9301089439285944,0.4534923761878928,0.1095890410958904,0.9240506329113924,0,True,,
177,692.0773694390716,63.704061895551256,517.0,31.920901657849207,-27.71235830954188,12.881869918776557,0.6535369960557573,0.6735406393899641,0.5770089285714286,0.9567804795399856,0.3722638106496007,0.06769825918762085,0.8447712418300654,0,True,,
178,685.9474940334129,211.84964200477327,419.0,25.590116823878805,-22.868572436536024,10.324965420454832,0.7186159585884545,0.5105014151786529,0.7325174825174825,0.8851004267791575,0.38990733299519964,0.12649164677804292,0.8895966029723992,-1,False,,
179,696.6536697247707,254.22706422018348,436.0,33.26458427686958,-26.598860285494883,12.817695748968138,0.6675123826631202,0.5649910510768655,0.6488095238095238,0.8940929769786126,0.33031329891960554,0.20871559633027525,0.8582677165354331,0,True,,
180,600.4277777777778,554.0155555555556,900.0,24.98743665784915,-21.83358682615407,8.142175710543308,0.4478240028727383,0.906470028237936,0.5278592375366569,0.958397031724453,0.3486613671316041,0.14222222222222225,0.7718696397941681,0,True,,
181,987.2320328542095,561.0143737166325,487.0,30.72171921934152,-25.958739375437652,10.744957507885077,0.5545172940437172,0.6286223870166184,0.5636574074074074,0.9325858162413877,0.36828421885472795,0.11704312114989734,0.7944535073409462,0,True,,
182,759.9695238095238,602.192380952381,525.0,28.647704492073,-25.123914452215327,9.012305539275063,0.610998811928691,0.7354741653490516,0.5839822024471635,0.9586332020305451,0.3757104361483029,0.0780952380952381,0.8306962025316456,0,True,,
183,350.54009433962267,684.6108490566038,424.0,31.253956983189028,-27.775167728869288,13.681214792989746,0.6626597723733254,0.5866355183183586,0.5848275862068966,0.8980062636283209,0.3882936601228309,0.07311320754716977,0.8565656565656565,0,True,,
184,706.7477797513321,736.1776198934281,563.0,50.195478665127105,-42.21464695063867,24.99641541778972,0.55353839013831,0.7417828379691089,0.473109243697479,0.9303177891573728,0.44141209956595995,0.1900532859680284,0.8031383737517832,-1,False,,
185,589.8566176470588,65.99632352941177,272.0,27.432645421699277,-24.00634706454185,10.141093855707787,0.7249930445124655,0.7346408362322426,0.7083333333333334,0.941670211360735,0.3586742648416582,0.05882352941176472,0.8859934853420195,0,True,,
186,468.7020872865275,740.5882352941177,527.0,25.73139153444262,-22.664818424388848,8.785618233241504,0.6025059144310265,0.7715640485672606,0.5483870967741935,0.9455682323711873,0.3520396920999042,0.06451612903225812,0.8325434439178515,0,True,,
187,82.20997375328083,745.6482939632546,381.0,42.58795940134617,-35.73473228523701,18.32341922815976,0.599167823321871,0.7631043558304046,0.6803571428571429,0.9531468438507691,0.4090197556444353,0.1627296587926509,0.8318777292576419,0,True,,
188,855.7550432276657,446.0403458213257,347.0,17.284159452169636,-15.262791953419264,1.2589509737698297,0.7171501399801166,0.797931056143954,0.6522556390977443,0.814120835632687,0.30604919563624633,0.023054755043227626,0.896640826873385,0,True,,
189,208.20439560439561,250.4,455.0,33.63745233874032,-29.29151525833518,15.9131669790371,0.535922032753364,0.8594651304077318,0.5303030303030303,0.9236684348557022,0.39695676335921654,0.09230769230769231,0.7899305555555556,0,True,,
